NAME	SIZE	ES	NES	NOM_p-val	FDR_q-val	FWER_p-val	RANK_AT_MAX	LEADING_EDGE			
GOBP_HINDLIMB_MORPHOGENESIS	22	0.34383366	0.79594725	0.8123791	0.9530859	1	1643	"tags=32%,"	"list=16%,"	signal=38%	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	27	0.31069395	0.8127769	0.7672065	0.9530949	1	1503	"tags=22%,"	"list=14%,"	signal=26%	
GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	17	0.34400228	0.8115088	0.7020408	0.95310944	1	2127	"tags=29%,"	"list=20%,"	signal=37%	
GOBP_NEUTRAL_AMINO_ACID_TRANSPORT	31	0.24371473	0.7683464	0.78500986	0.9532244	1	542	"tags=6%,"	"list=5%,"	signal=7%	
GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	37	0.27529544	0.81053805	0.73084885	0.95324373	1	1997	"tags=22%,"	"list=19%,"	signal=27%	
GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION	28	0.2655551	0.79451096	0.66601944	0.9532919	1	600	"tags=7%,"	"list=6%,"	signal=8%	
GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT	21	0.28899133	0.7685983	0.7338552	0.95343244	1	727	"tags=10%,"	"list=7%,"	signal=10%	
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION	58	0.2291123	0.7689668	0.9294355	0.9534594	1	2340	"tags=26%,"	"list=22%,"	signal=33%	
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	49	0.25410047	0.81160355	0.8509317	0.95354193	1	1993	"tags=20%,"	"list=19%,"	signal=25%	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	89	0.2562576	0.7946859	0.81417626	0.95358396	1	2407	"tags=25%,"	"list=23%,"	signal=32%	
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS	59	0.25363493	0.79598045	0.9325397	0.95363504	1	1145	"tags=12%,"	"list=11%,"	signal=13%	
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	25	0.30168557	0.76910454	0.8607843	0.9538232	1	791	"tags=16%,"	"list=7%,"	signal=17%	
GOBP_REGULATION_OF_LIPID_LOCALIZATION	110	0.25224903	0.8120021	0.9140625	0.9540085	1	1882	"tags=22%,"	"list=18%,"	signal=26%	
GOBP_MESENCHYMAL_CELL_PROLIFERATION	32	0.32305136	0.8116712	0.7619048	0.95402974	1	2073	"tags=31%,"	"list=20%,"	signal=39%	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	35	0.28447223	0.76931995	0.92561984	0.95406944	1	1812	"tags=31%,"	"list=17%,"	signal=38%	
GOBP_MESODERMAL_CELL_DIFFERENTIATION	19	0.3746061	0.79470617	0.76	0.9541469	1	1083	"tags=21%,"	"list=10%,"	signal=23%	
GOBP_MELANOCYTE_DIFFERENTIATION	19	0.31270963	0.7894364	0.84332687	0.954177	1	1093	"tags=21%,"	"list=10%,"	signal=23%	
GOBP_COLLAGEN_CATABOLIC_PROCESS	22	0.31988853	0.78974986	0.77	0.95425624	1	1273	"tags=18%,"	"list=12%,"	signal=21%	
GOBP_NEURON_CELLULAR_HOMEOSTASIS	31	0.25367668	0.79327697	0.7102616	0.95427555	1	951	"tags=6%,"	"list=9%,"	signal=7%	
GOBP_REGULATION_OF_VESICLE_SIZE	15	0.29915276	0.7744267	0.7227723	0.95440805	1	3033	"tags=40%,"	"list=29%,"	signal=56%	
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	20	0.29948992	0.7694206	0.85515875	0.9544905	1	1139	"tags=20%,"	"list=11%,"	signal=22%	
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	75	0.23771133	0.7927815	0.8305785	0.95453686	1	1994	"tags=17%,"	"list=19%,"	signal=21%	
GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	21	0.29696286	0.78990597	0.81496066	0.9545665	1	1693	"tags=29%,"	"list=16%,"	signal=34%	
GOBP_MACROPHAGE_ACTIVATION	58	0.266231	0.7697246	0.9011628	0.9546288	1	1693	"tags=19%,"	"list=16%,"	signal=22%	
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	21	0.29509333	0.755632	0.8303393	0.9547464	1	1621	"tags=24%,"	"list=15%,"	signal=28%	
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	16	0.36797035	0.7880495	0.7505071	0.9547642	1	3361	"tags=50%,"	"list=32%,"	signal=73%	
GOBP_ENDOCYTIC_RECYCLING	54	0.22303551	0.7901372	0.78937006	0.95477	1	1916	"tags=13%,"	"list=18%,"	signal=16%	
GOBP_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	19	0.28764635	0.77338934	0.71822035	0.9548311	1	72	"tags=5%,"	"list=1%,"	signal=5%	
GOBP_STABILIZATION_OF_MEMBRANE_POTENTIAL	15	0.36184746	0.78868717	0.73745173	0.9548504	1	1634	"tags=33%,"	"list=15%,"	signal=39%	
GOBP_BLASTOCYST_FORMATION	30	0.25799486	0.7538928	0.9001996	0.95485765	1	2206	"tags=33%,"	"list=21%,"	signal=42%	
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	21	0.3539036	0.7744909	0.7745303	0.9548993	1	1696	"tags=29%,"	"list=16%,"	signal=34%	
GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION	40	0.22914994	0.7533962	0.7897839	0.95492154	1	1525	"tags=10%,"	"list=14%,"	signal=12%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	25	0.22014633	0.7875968	0.74044263	0.95499593	1	3465	"tags=44%,"	"list=33%,"	signal=65%	
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	29	0.25466642	0.7785722	0.7647059	0.95501053	1	1942	"tags=21%,"	"list=18%,"	signal=25%	
GOBP_BONE_REMODELING	60	0.25556004	0.79068226	0.92785573	0.9550193	1	1507	"tags=17%,"	"list=14%,"	signal=19%	
GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION	21	0.32526454	0.75499004	0.8816794	0.955029	1	1723	"tags=33%,"	"list=16%,"	signal=40%	
GOBP_GLIAL_CELL_DEVELOPMENT	69	0.23471919	0.7698038	0.8031496	0.95508397	1	3411	"tags=41%,"	"list=32%,"	signal=59%	
GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	15	0.3422126	0.7541134	0.8683206	0.9550879	1	1134	"tags=33%,"	"list=11%,"	signal=37%	
GOBP_REGULATION_OF_WATER_LOSS_VIA_SKIN	19	0.3089363	0.7735685	0.85686654	0.9551321	1	1545	"tags=21%,"	"list=15%,"	signal=25%	
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	50	0.25320157	0.7747056	0.8003876	0.9551561	1	1503	"tags=14%,"	"list=14%,"	signal=16%	
GOBP_CARTILAGE_DEVELOPMENT	127	0.2606995	0.7909629	0.8930693	0.9551592	1	1191	"tags=14%,"	"list=11%,"	signal=16%	
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	49	0.26319206	0.7881498	0.86315787	0.95516634	1	1186	"tags=14%,"	"list=11%,"	signal=16%	
GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER	38	0.27404073	0.7750387	0.8408644	0.95522225	1	1124	"tags=13%,"	"list=11%,"	signal=15%	
GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	16	0.35256875	0.7758086	0.7633588	0.95522296	1	2504	"tags=31%,"	"list=24%,"	signal=41%	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	25	0.27051556	0.7831638	0.79435486	0.95525104	1	1052	"tags=16%,"	"list=10%,"	signal=18%	
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	29	0.2439037	0.7787721	0.8032454	0.95525354	1	3192	"tags=31%,"	"list=30%,"	signal=44%	
GOBP_ENDODERM_DEVELOPMENT	39	0.260943	0.7912313	0.7992126	0.95529026	1	1896	"tags=21%,"	"list=18%,"	signal=25%	
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	206	0.24368052	0.7707987	0.92673266	0.9552974	1	1467	"tags=14%,"	"list=14%,"	signal=16%	
GOBP_CARBOHYDRATE_HOMEOSTASIS	133	0.23957068	0.7700522	0.8915187	0.9553035	1	1823	"tags=18%,"	"list=17%,"	signal=22%	
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION	22	0.31221202	0.79017186	0.71929824	0.9553077	1	1386	"tags=14%,"	"list=13%,"	signal=16%	
GOBP_MATURE_B_CELL_DIFFERENTIATION	23	0.30520824	0.7790874	0.8223553	0.9553424	1	2537	"tags=35%,"	"list=24%,"	signal=46%	
GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	57	0.3018802	0.7870167	0.7852883	0.95539	1	1577	"tags=21%,"	"list=15%,"	signal=25%	
GOBP_DENDRITE_EXTENSION	22	0.28747728	0.78410923	0.75156575	0.9554291	1	1050	"tags=9%,"	"list=10%,"	signal=10%	
GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS	23	0.29573366	0.77032053	0.76706827	0.955471	1	2510	"tags=35%,"	"list=24%,"	signal=45%	
GOBP_MESENCHYME_MORPHOGENESIS	42	0.29830462	0.78333145	0.8106509	0.95554525	1	2344	"tags=26%,"	"list=22%,"	signal=33%	
GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION	30	0.31115294	0.7541922	0.8960784	0.9555591	1	1723	"tags=30%,"	"list=16%,"	signal=36%	
GOBP_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	25	0.3046218	0.7751539	0.757515	0.9556224	1	1402	"tags=20%,"	"list=13%,"	signal=23%	
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS	142	0.22465755	0.78043354	0.96007985	0.9556302	1	2075	"tags=21%,"	"list=20%,"	signal=26%	
GOBP_CELL_MATURATION	108	0.24894717	0.7836308	0.8996063	0.9556414	1	1731	"tags=17%,"	"list=16%,"	signal=20%	
GOBP_HEART_VALVE_MORPHOGENESIS	41	0.2712292	0.7917417	0.8035714	0.9556415	1	1433	"tags=12%,"	"list=14%,"	signal=14%	
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD	15	0.3644753	0.77962303	0.7842742	0.955697	1	2091	"tags=33%,"	"list=20%,"	signal=41%	
GOBP_POSITIVE_REGULATION_OF_BIOMINERALIZATION	41	0.2963316	0.77091146	0.8066406	0.95569897	1	1581	"tags=17%,"	"list=15%,"	signal=20%	
GOBP_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	65	0.25465852	0.7913402	0.84791666	0.95570564	1	1575	"tags=14%,"	"list=15%,"	signal=16%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY	19	0.29515308	0.771258	0.8449304	0.95573694	1	1030	"tags=11%,"	"list=10%,"	signal=12%	
GOBP_RESPONSE_TO_INTERLEUKIN_6	20	0.28918508	0.77582794	0.8059072	0.955781	1	605	"tags=10%,"	"list=6%,"	signal=11%	
GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	55	0.22973198	0.77913916	0.8033126	0.9558401	1	1425	"tags=11%,"	"list=13%,"	signal=13%	
GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	97	0.24469012	0.77193964	0.87246966	0.9559014	1	1270	"tags=9%,"	"list=12%,"	signal=10%	
GOBP_CELL_PROLIFERATION_IN_FOREBRAIN	16	0.3196307	0.7722845	0.8336557	0.95593464	1	2481	"tags=31%,"	"list=23%,"	signal=41%	
GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	44	0.2943703	0.7521853	0.90759754	0.95596105	1	1338	"tags=20%,"	"list=13%,"	signal=23%	
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	24	0.2912299	0.77147216	0.8259958	0.9559743	1	1882	"tags=25%,"	"list=18%,"	signal=30%	
GOBP_AXIS_SPECIFICATION	60	0.27693972	0.7841386	0.8376238	0.9559827	1	1039	"tags=15%,"	"list=10%,"	signal=17%	
GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION	20	0.30596194	0.7808882	0.75555557	0.9560762	1	863	"tags=10%,"	"list=8%,"	signal=11%	
GOBP_LIPID_EXPORT_FROM_CELL	37	0.31566924	0.7805014	0.8047809	0.95609695	1	1882	"tags=35%,"	"list=18%,"	signal=43%	
GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS	41	0.31729046	0.7774778	0.77734375	0.9561276	1	1191	"tags=17%,"	"list=11%,"	signal=19%	
GOBP_HISTONE_METHYLATION	80	0.24532671	0.77596706	0.9230769	0.9561382	1	1479	"tags=18%,"	"list=14%,"	signal=20%	
GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION	17	0.32912585	0.7766939	0.7274549	0.9561576	1	1345	"tags=18%,"	"list=13%,"	signal=20%	
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	32	0.30590034	0.7811187	0.8565965	0.95626545	1	1823	"tags=31%,"	"list=17%,"	signal=38%	
GOBP_AXON_DEVELOPMENT	332	0.18389368	0.77962875	0.86372745	0.95627165	1	2532	"tags=17%,"	"list=24%,"	signal=22%	
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	84	0.26787525	0.77616197	0.8847656	0.9564209	1	1682	"tags=19%,"	"list=16%,"	signal=22%	
GOBP_RNA_LOCALIZATION	116	0.20207638	0.7860326	0.84462154	0.95642513	1	2061	"tags=16%,"	"list=19%,"	signal=19%	
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	16	0.3174514	0.78419197	0.73046875	0.956486	1	1810	"tags=19%,"	"list=17%,"	signal=23%	
GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	26	0.2576764	0.78132135	0.7533461	0.956502	1	2273	"tags=19%,"	"list=21%,"	signal=24%	
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	18	0.36766738	0.77679133	0.77091634	0.9565886	1	1134	"tags=33%,"	"list=11%,"	signal=37%	
GOBP_ENDOSOME_ORGANIZATION	62	0.23510805	0.7842969	0.734127	0.95692325	1	3239	"tags=29%,"	"list=31%,"	signal=42%	
GOBP_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS	30	0.32723454	0.7495935	0.8062016	0.9569838	1	1291	"tags=20%,"	"list=12%,"	signal=23%	
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	17	0.30506	0.78132737	0.808	0.95707923	1	2402	"tags=29%,"	"list=23%,"	signal=38%	
GOBP_INTRACELLULAR_PH_REDUCTION	34	0.25535402	0.7507866	0.84631145	0.95714337	1	340	"tags=6%,"	"list=3%,"	signal=6%	
GOBP_REGULATION_OF_P38MAPK_CASCADE	29	0.2716718	0.75031435	0.9099804	0.95719427	1	1942	"tags=21%,"	"list=18%,"	signal=25%	
GOBP_RENAL_ABSORPTION	18	0.28852966	0.7496587	0.9126984	0.9574589	1	373	"tags=11%,"	"list=4%,"	signal=11%	
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	62	0.2593177	0.78429896	0.81417626	0.95751303	1	2407	"tags=24%,"	"list=23%,"	signal=31%	
GOBP_PALLIUM_DEVELOPMENT	107	0.2186158	0.7482983	0.85162604	0.9575491	1	1382	"tags=10%,"	"list=13%,"	signal=12%	
GOBP_FACE_DEVELOPMENT	34	0.30306253	0.78496915	0.8197674	0.9575667	1	1060	"tags=18%,"	"list=10%,"	signal=20%	
GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	16	0.3196942	0.78136003	0.7673469	0.95761794	1	2262	"tags=25%,"	"list=21%,"	signal=32%	
GOBP_OVULATION_CYCLE	42	0.281397	0.7845782	0.7928287	0.9576393	1	2791	"tags=36%,"	"list=26%,"	signal=48%	
GOBP_REGULATION_OF_FIBROBLAST_PROLIFERATION	62	0.25483575	0.7483666	0.89432484	0.95802283	1	755	"tags=11%,"	"list=7%,"	signal=12%	
GOBP_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	24	0.30118892	0.7449875	0.91816366	0.9583866	1	1207	"tags=21%,"	"list=11%,"	signal=23%	
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	18	0.3272264	0.7430263	0.83234715	0.95850664	1	825	"tags=11%,"	"list=8%,"	signal=12%	
GOBP_RESPONSE_TO_FOOD	22	0.2934516	0.7452738	0.8769531	0.95855653	1	1998	"tags=32%,"	"list=19%,"	signal=39%	
GOBP_EPITHELIAL_TUBE_FORMATION	85	0.2519012	0.74432814	0.891129	0.95864606	1	1433	"tags=15%,"	"list=14%,"	signal=18%	
GOBP_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	53	0.26914388	0.7431257	0.85162604	0.95894325	1	2566	"tags=28%,"	"list=24%,"	signal=37%	
GOBP_CELLULAR_RESPONSE_TO_DSRNA	16	0.26520234	0.7421311	0.87376726	0.9590181	1	1507	"tags=19%,"	"list=14%,"	signal=22%	
GOBP_REGULATION_OF_ANOIKIS	16	0.29030085	0.74118984	0.8245614	0.9590334	1	307	"tags=6%,"	"list=3%,"	signal=6%	
GOBP_PROTEIN_N_LINKED_GLYCOSYLATION	38	0.24174981	0.74532837	0.80737704	0.9590526	1	3702	"tags=39%,"	"list=35%,"	signal=60%	
GOBP_NEUROTRANSMITTER_METABOLIC_PROCESS	17	0.2725568	0.74155545	0.87673956	0.95914906	1	198	"tags=6%,"	"list=2%,"	signal=6%	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	68	0.24209881	0.74611396	0.93822396	0.9591882	1	2274	"tags=26%,"	"list=21%,"	signal=33%	
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS	61	0.23601162	0.7433673	0.94813275	0.95921344	1	2875	"tags=31%,"	"list=27%,"	signal=42%	
GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY	17	0.31975657	0.73994523	0.8194444	0.9594064	1	1156	"tags=24%,"	"list=11%,"	signal=26%	
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	135	0.22728227	0.7453882	0.93992245	0.9595251	1	1768	"tags=17%,"	"list=17%,"	signal=20%	
GOBP_METANEPHROS_DEVELOPMENT	62	0.27334628	0.7461931	0.8027613	0.9596554	1	1337	"tags=15%,"	"list=13%,"	signal=17%	
GOBP_FEEDING_BEHAVIOR	64	0.26529565	0.7399453	0.87169045	0.9599648	1	1904	"tags=20%,"	"list=18%,"	signal=25%	
GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	32	0.26247346	0.73872244	0.908	0.96025074	1	2146	"tags=34%,"	"list=20%,"	signal=43%	
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	21	0.31566554	0.7376091	0.90554416	0.960442	1	813	"tags=14%,"	"list=8%,"	signal=15%	
GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	24	0.25158975	0.738036	0.8212181	0.9605125	1	1627	"tags=13%,"	"list=15%,"	signal=15%	
GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX	16	0.30374375	0.736823	0.86354774	0.9608293	1	602	"tags=13%,"	"list=6%,"	signal=13%	
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	29	0.27076724	0.73038375	0.8582677	0.96089536	1	510	"tags=7%,"	"list=5%,"	signal=7%	
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	29	0.18699284	0.731655	0.79417473	0.9611033	1	3937	"tags=31%,"	"list=37%,"	signal=49%	
GOBP_CARDIAC_CHAMBER_DEVELOPMENT	107	0.2296667	0.7319516	0.9089109	0.96135134	1	1614	"tags=14%,"	"list=15%,"	signal=16%	
GOBP_RESPONSE_TO_CARBOHYDRATE	135	0.21974073	0.73043215	0.9699399	0.96138084	1	1896	"tags=17%,"	"list=18%,"	signal=20%	
GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	29	0.2734685	0.73238194	0.9248555	0.9614333	1	2049	"tags=28%,"	"list=19%,"	signal=34%	
GOBP_MRNA_TRANSPORT	76	0.21750377	0.73316294	0.87	0.96165675	1	1099	"tags=9%,"	"list=10%,"	signal=10%	
GOBP_MISMATCH_REPAIR	16	0.32338855	0.7305284	0.8882235	0.9618369	1	1866	"tags=25%,"	"list=18%,"	signal=30%	
GOBP_REGULATION_OF_GLUCONEOGENESIS	29	0.2656791	0.7353819	0.86427146	0.9619168	1	817	"tags=10%,"	"list=8%,"	signal=11%	
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	42	0.25750864	0.7324109	0.9633911	0.9619547	1	1751	"tags=21%,"	"list=17%,"	signal=26%	
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	22	0.30128357	0.73334855	0.8947368	0.96199983	1	2048	"tags=41%,"	"list=19%,"	signal=51%	
GOBP_LUNG_EPITHELIUM_DEVELOPMENT	28	0.29827762	0.73461777	0.7949219	0.9622295	1	1614	"tags=21%,"	"list=15%,"	signal=25%	
GOBP_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	30	0.2624123	0.73364055	0.9139344	0.96223074	1	2795	"tags=30%,"	"list=26%,"	signal=41%	
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH	21	0.28440425	0.73405105	0.81640625	0.9623035	1	3291	"tags=43%,"	"list=31%,"	signal=62%	
GOBP_REGULATION_OF_MYELINATION	29	0.25396812	0.72694284	0.93167704	0.9634618	1	988	"tags=10%,"	"list=9%,"	signal=11%	
GOBP_MESONEPHROS_DEVELOPMENT	68	0.27423224	0.7274117	0.8630952	0.9634928	1	1191	"tags=15%,"	"list=11%,"	signal=16%	
GOBP_MALE_MEIOSIS_I	16	0.34270462	0.7256776	0.86904764	0.96425414	1	497	"tags=13%,"	"list=5%,"	signal=13%	
GOBP_NEURON_PROJECTION_GUIDANCE	162	0.20144665	0.7120911	0.9096267	0.9646852	1	2824	"tags=22%,"	"list=27%,"	signal=30%	
GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS	35	0.25461006	0.712632	0.92561984	0.96472174	1	1825	"tags=14%,"	"list=17%,"	signal=17%	
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	94	0.19714428	0.7141478	0.9268775	0.9649087	1	1099	"tags=9%,"	"list=10%,"	signal=9%	
GOBP_INNER_EAR_MORPHOGENESIS	64	0.2621904	0.72217715	0.96484375	0.9651458	1	1415	"tags=20%,"	"list=13%,"	signal=23%	
GOBP_DNA_CATABOLIC_PROCESS	15	0.33221138	0.71275175	0.9001957	0.96515626	1	857	"tags=20%,"	"list=8%,"	signal=22%	
GOBP_RESPONSE_TO_ALKALOID	62	0.19178614	0.7109579	0.92621356	0.96515733	1	1658	"tags=13%,"	"list=16%,"	signal=15%	
GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS	26	0.29070702	0.7176921	0.8604651	0.9652733	1	340	"tags=12%,"	"list=3%,"	signal=12%	
GOBP_RESPONSE_TO_ANGIOTENSIN	20	0.3003946	0.72043574	0.83625734	0.96530974	1	2800	"tags=40%,"	"list=26%,"	signal=54%	
GOBP_GANGLIOSIDE_METABOLIC_PROCESS	22	0.24774998	0.7147795	0.8316633	0.965368	1	2328	"tags=23%,"	"list=22%,"	signal=29%	
GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY	19	0.2669384	0.7230437	0.7870564	0.9653829	1	1717	"tags=16%,"	"list=16%,"	signal=19%	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	32	0.2740971	0.7141705	0.9411765	0.965432	1	2566	"tags=34%,"	"list=24%,"	signal=45%	
GOBP_EMBRYONIC_AXIS_SPECIFICATION	26	0.300799	0.7224488	0.8765182	0.9654365	1	1864	"tags=23%,"	"list=18%,"	signal=28%	
GOBP_CORONARY_VASCULATURE_DEVELOPMENT	28	0.25560492	0.7129062	0.91586995	0.9655595	1	1566	"tags=18%,"	"list=15%,"	signal=21%	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	61	0.2030302	0.7206836	0.83838385	0.9656103	1	3187	"tags=31%,"	"list=30%,"	signal=44%	
GOBP_RESPONSE_TO_IRON_ION	22	0.26781002	0.7233209	0.91563785	0.9656446	1	1658	"tags=27%,"	"list=16%,"	signal=32%	
GOBP_TETRAPYRROLE_METABOLIC_PROCESS	39	0.25586942	0.71838456	0.906	0.96569204	1	1272	"tags=13%,"	"list=12%,"	signal=15%	
GOBP_MUSCLE_ORGAN_MORPHOGENESIS	38	0.25441957	0.71609384	0.8869732	0.9657139	1	630	"tags=8%,"	"list=6%,"	signal=8%	
GOBP_REGULATION_OF_LIPASE_ACTIVITY	54	0.27679878	0.7177249	0.92412454	0.9657961	1	2077	"tags=22%,"	"list=20%,"	signal=27%	
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	24	0.26445556	0.7148666	0.8292181	0.9658283	1	200	"tags=4%,"	"list=2%,"	signal=4%	
GOBP_EMBRYONIC_HINDLIMB_MORPHOGENESIS	18	0.31907412	0.71537876	0.93359375	0.96586215	1	1643	"tags=33%,"	"list=16%,"	signal=39%	
GOBP_CELL_FATE_COMMITMENT_INVOLVED_IN_FORMATION_OF_PRIMARY_GERM_LAYER	18	0.34146956	0.72099054	0.8546169	0.96588105	1	2067	"tags=33%,"	"list=20%,"	signal=41%	
GOBP_EMBRYONIC_HEART_TUBE_MORPHOGENESIS	36	0.276572	0.72351813	0.9196787	0.9659935	1	1015	"tags=14%,"	"list=10%,"	signal=15%	
GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	19	0.26137865	0.7191238	0.8618677	0.9660897	1	2039	"tags=21%,"	"list=19%,"	signal=26%	
GOBP_PROTEIN_SUMOYLATION	31	0.2116421	0.7162379	0.7976424	0.9661243	1	3187	"tags=32%,"	"list=30%,"	signal=46%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	50	0.24062599	0.71845794	0.9431372	0.9661902	1	3264	"tags=44%,"	"list=31%,"	signal=63%	
GOBP_VIRION_ASSEMBLY	23	0.23552802	0.7029549	0.8489796	0.9670672	1	3526	"tags=39%,"	"list=33%,"	signal=59%	
